,player,pos,year,bodyfat%,hand_len_in,hand_width_in,height_wo_shoes,height_w_shoes,standing_reach,weight_lbs,wingspan,lane_agility_s,shuttle_run_s,three_q_sprint_s,standing_vert_in,max_vert_in,max_bench_reps
1438,Jericho Sims,C,2021-22,5.5,9.0,9.75,81.0,82.0,106.0,250.2,87.25,11.59,3.38,3.05,37.0,44.5,
1439,Jaden Springer,SG,2021-22,6.3,8.5,9.75,75.0,76.25,99.0,202.0,79.75,11.46,3.1,3.13,34.5,41.5,
1440,DJ Steward,PG,2021-22,5.0,8.5,9.0,72.75,73.75,98.5,162.2,79.0,11.14,3.1,3.08,34.5,38.5,
1441,JT Thor,PF,2021-22,6.1,9.25,9.5,80.5,81.25,110.0,203.0,87.25,12.19,3.08,3.06,31.5,35.0,
1442,Isaiah Todd,PF,2021-22,6.2,9.0,9.75,80.75,82.0,107.5,219.0,85.25,11.38,3.25,3.31,28.5,35.5,
1443,Duane Washington Jr.,SG,2021-22,5.1,8.25,8.75,74.25,75.75,101.0,196.8,79.75,11.5,3.06,3.17,29.5,35.5,
1444,Trendon Watford,PF,2021-22,10.1,9.5,9.5,79.5,80.75,105.0,237.4,86.25,11.69,3.23,3.27,28.0,35.0,
1445,Joe Wieskamp,SF,2021-22,4.1,8.5,9.25,77.75,79.25,103.0,204.8,83.0,10.7,3.18,3.04,30.0,42.0,
1446,Aaron Wiggins,SG-SF,2021-22,5.0,8.75,8.5,76.5,77.0,103.0,190.0,81.75,11.2,3.0,3.04,29.5,36.0,
1447,Ziaire Williams,SF,2021-22,4.4,9.0,8.75,80.25,81.75,106.5,188.4,82.25,10.69,3.04,3.12,34.0,39.5,
1448,Moses Wright,PF,2021-22,5.6,9.0,9.5,79.75,81.0,107.0,225.8,84.75,11.2,3.42,3.15,31.5,38.0,
1449,McKinley Wright IV,PG,2021-22,6.7,8.5,9.0,71.25,72.25,94.0,192.2,77.25,10.76,3.12,3.08,31.5,38.0,
1450,Marcus Zegarowski,PG,2021-22,7.2,8.0,9.5,72.75,74.0,96.0,180.8,74.75,11.47,3.26,3.11,30.0,35.5,
1451,Ochai Agbaji,SG,2022-23,5.4,8.75,9.5,76.5,77.75,104.0,216.8,82.25,10.77,3.11,3.13,32.0,39.0,
1452,Patrick Baldwin Jr.,SF,2022-23,8.9,8.75,9.5,81.25,82.25,110.5,230.8,85.75,12.25,3.3,3.45,23.5,26.5,
1453,Dominick Barlow,PF,2022-23,5.9,9.0,10.5,80.75,81.75,108.5,221.0,87.0,11.29,3.19,3.33,28.5,34.0,
1454,MarJon Beauchamp,SG,2022-23,5.3,9.0,9.0,77.25,78.5,106.0,196.6,84.75,,,,,,
1455,Hugo Besson,SG,2022-23,8.8,7.5,8.5,76.5,77.75,102.0,180.4,77.5,11.36,3.25,3.4,24.5,31.5,
1456,Malaki Branham,SG,2022-23,6.1,8.5,9.75,76.0,77.5,102.5,194.8,82.0,11.38,3.09,3.17,29.0,35.0,
1457,Christian Braun,SG,2022-23,6.2,8.0,8.5,77.5,79.0,99.5,209.2,78.5,11.0,3.13,3.16,33.5,40.0,
1458,Kendall Brown,SF,2022-23,4.9,9.0,9.0,78.25,79.5,103.0,201.2,83.0,11.57,3.05,3.29,31.5,41.0,
1459,John Butler Jr.,PF,2022-23,4.7,8.5,8.75,83.75,84.75,112.0,174.4,86.25,11.16,3.04,3.33,26.5,28.5,
1460,Julian Champagnie,SF,2022-23,7.1,8.75,9.25,78.25,79.75,107.0,212.4,82.0,11.39,3.04,3.14,28.5,34.5,
1461,Kennedy Chandler,PG,2022-23,4.4,8.5,9.5,71.5,72.5,97.0,172.2,77.25,10.73,2.89,,31.0,41.5,
1462,Max Christie,SG,2022-23,4.8,8.0,8.5,76.25,77.75,102.5,189.2,80.75,10.82,3.02,3.07,32.0,37.5,
1463,Kofi Cockburn,C,2022-23,8.2,9.75,10.25,83.0,84.0,110.5,293.0,88.25,12.11,3.31,3.33,29.5,32.5,
1464,Dyson Daniels,SG,2022-23,4.9,8.5,9.75,78.0,79.5,105.0,195.2,82.5,10.81,2.81,3.22,29.0,34.0,
1465,Johnny Davis,PG,2022-23,6.7,8.5,10.25,76.25,77.75,103.5,196.4,80.5,,,,,,
1466,JD Davison,PG,2022-23,7.8,8.5,9.5,72.5,74.5,99.5,191.8,78.5,11.38,3.23,3.26,30.0,37.0,
1467,Moussa Diabate,C,2022-23,2.7,8.5,10.5,81.25,82.25,109.5,216.6,86.5,11.16,2.9,3.26,29.0,36.5,
1468,Tari Eason,PF,2022-23,5.9,9.25,11.0,78.75,80.0,107.5,217.4,86.0,,,,,,
1469,Keon Ellis,SG,2022-23,3.8,8.0,9.25,75.5,76.75,102.0,167.4,80.5,10.87,3.02,3.18,28.0,35.5,
1470,Michael Foster Jr.,C,2022-23,6.2,8.75,10.0,79.75,81.25,109.5,236.6,84.25,11.49,3.1,3.22,28.0,32.5,
1471,Collin Gillespie,PG,2022-23,8.6,8.25,9.0,73.5,74.75,98.0,195.8,76.0,10.95,3.01,3.21,26.5,33.0,
1472,Ron Harper Jr.,SF,2022-23,14.3,9.5,10.0,76.0,77.5,105.5,240.4,85.25,11.41,3.24,3.4,26.0,30.5,
1473,Harrison Ingram,SF,2022-23,8.3,9.0,10.0,77.25,79.0,103.5,232.8,84.25,11.83,3.26,3.31,29.5,35.0,
1474,Nikola Jovic,SF,2022-23,7.4,8.75,9.75,81.5,83.0,108.5,222.6,84.25,,,,,,
1475,Johnny Juzang,SG,2022-23,7.5,8.5,9.5,77.25,78.5,102.5,208.6,83.0,11.03,3.17,3.29,27.5,32.5,
1476,Trevor Keels,SG,2022-23,13.5,8.25,9.0,75.25,76.75,101.0,223.8,79.25,11.33,3.32,3.27,24.5,31.0,
1477,Walker Kessler,C,2022-23,14.7,8.5,8.5,84.25,85.0,113.0,256.0,88.25,,,,,,
1478,Christian Koloko,C,2022-23,5.7,9.0,10.75,82.75,84.0,113.0,221.0,89.25,11.3,3.19,3.27,28.0,33.5,
1479,Jake LaRavia,PF,2022-23,9.0,8.5,10.25,78.75,80.0,104.0,227.2,81.5,10.58,2.89,3.37,27.5,34.0,
1480,Justin Lewis,PF,2022-23,7.3,9.0,10.5,78.25,79.5,105.5,235.4,86.5,11.49,3.02,3.23,32.5,35.0,
1481,E.J. Liddell,PF,2022-23,12.2,8.25,9.25,77.5,79.0,103.5,243.0,83.75,11.11,3.23,3.26,35.5,38.0,
1482,Bennedict Mathurin,SG,2022-23,5.7,8.5,9.75,76.5,78.0,104.0,204.6,81.0,,,,,,
1483,Matthew Mayer,SF,2022-23,11.1,9.0,10.25,80.0,81.25,105.0,216.4,82.5,10.74,,3.39,25.5,31.5,
1484,Bryce McGowens,SG,2022-23,5.4,8.75,9.5,77.25,78.5,103.5,181.2,80.75,11.12,3.16,3.27,29.5,34.0,
1485,Leonard Miller,SF,2022-23,5.7,9.25,10.5,80.5,82.0,106.5,211.0,86.0,11.11,3.02,3.36,30.0,36.5,
1486,Aminu Mohammed,SG-SF,2022-23,5.1,8.75,9.5,75.5,77.0,104.0,212.8,83.0,11.54,3.04,3.33,29.5,36.0,
1487,Iverson Molinar,PG,2022-23,4.8,8.5,9.5,74.25,75.25,101.0,183.2,80.0,11.23,3.1,3.19,31.0,38.0,
1488,Jean Montero,PG,2022-23,7.4,8.0,8.75,73.0,74.25,98.5,171.8,77.25,11.19,3.17,3.17,29.5,37.0,
1489,Wendell Moore,SG,2022-23,7.5,8.75,10.25,76.25,77.5,101.0,217.2,84.5,10.94,3.21,3.3,32.5,38.5,
1490,Andrew Nembhard,PG,2022-23,4.4,8.0,9.5,75.0,76.5,99.0,195.6,77.75,10.46,3.02,3.26,26.5,35.0,
1491,Scotty Pippen Jr.,PG,2022-23,5.3,7.75,9.0,72.0,73.5,95.5,180.0,77.75,11.07,3.1,3.21,30.5,37.5,
1492,Gabriele Procida,SG-SF,2022-23,3.8,8.0,9.25,77.75,79.75,106.0,192.8,80.0,11.02,3.14,3.07,29.5,35.0,
1493,Orlando Robinson,C,2022-23,9.5,8.75,10.0,81.75,83.0,111.0,244.4,88.0,11.4,3.23,3.55,23.0,27.5,
1494,David Roddy,PF,2022-23,11.6,8.75,10.0,76.5,78.0,105.0,260.8,83.5,10.75,3.1,3.22,27.0,35.5,
1495,Ryan Rollins,SG,2022-23,5.0,8.0,8.5,74.0,75.25,100.5,179.2,81.75,11.26,3.28,3.07,30.5,36.5,
1496,Dereon Seabron,SG,2022-23,4.0,8.5,9.5,76.75,77.75,103.5,182.4,80.75,11.03,3.04,3.12,30.5,38.0,
1497,Shaedon Sharpe,SG,2022-23,4.8,9.0,9.25,76.25,77.25,103.5,198.0,83.5,,,,,,
1498,Terquavion Smith,SG,2022-23,3.8,8.5,8.0,74.25,75.75,98.0,165.2,78.5,10.63,3.03,3.14,30.5,38.5,
1499,Matteo Spagnolo,PG,2022-23,8.6,8.25,10.0,76.0,77.5,102.0,196.2,80.0,11.42,3.16,3.4,25.5,31.5,
1500,Julian Strawther,SF,2022-23,7.9,8.25,8.5,77.75,79.0,104.5,207.6,81.5,10.3,3.37,3.26,28.5,35.0,
1501,Dalen Terry,SG,2022-23,5.4,8.5,9.0,78.0,79.25,106.0,195.2,84.75,,,,,,
1502,Drew Timme,C,2022-23,15.7,9.0,10.0,80.25,81.25,107.5,231.6,86.0,11.71,3.31,3.38,25.5,31.5,
1503,Jabari Walker,PF,2022-23,12.1,8.75,9.75,78.75,80.0,105.0,213.8,82.75,11.53,3.12,3.24,29.5,32.5,
1504,TyTy Washington Jr.,SG,2022-23,12.0,8.5,9.25,74.25,75.75,99.5,196.4,80.0,,,,,,
1505,Peyton Watson,SF,2022-23,5.2,8.5,9.5,78.75,80.0,107.5,203.4,84.5,11.03,3.24,3.28,28.0,33.5,
1506,Blake Wesley,SG,2022-23,5.6,8.25,9.0,75.0,76.25,103.0,187.2,81.25,11.55,3.25,3.21,30.0,36.0,
1507,Alondes Williams,SG,2022-23,7.2,8.5,9.25,75.75,77.0,102.0,209.0,79.0,10.96,3.11,3.15,30.0,35.5,
1508,Jalen Williams,SG,2022-23,8.9,8.5,9.5,76.5,77.75,105.5,209.2,86.25,11.13,3.17,3.11,33.5,39.0,
1509,Jaylin Williams,C,2022-23,8.0,8.5,10.5,80.75,82.0,108.5,236.6,85.0,11.64,3.1,3.5,24.5,30.0,
1510,Trevion Williams,C,2022-23,10.8,9.0,10.25,79.25,80.75,108.5,264.6,86.75,12.75,3.46,3.48,27.5,30.0,
1511,Mark Williams,C,2022-23,5.4,9.0,9.75,84.0,86.0,117.0,242.4,90.5,,,,,,
1512,Trey Alexander,SG,2023-24,,8.5,8.75,75.25,,101.5,184.6,82.0,11.6,,3.35,29.5,34.0,
1513,Amari Bailey,SG,2023-24,,8.0,9.25,75.25,,103.5,190.8,79.0,11.34,,3.19,28.5,35.0,
1514,Emoni Bates,SF,2023-24,,8.0,8.25,80.25,,105.0,179.2,81.0,11.54,,3.49,27.0,32.5,
1515,Reece Beekman,PG,2023-24,,8.5,8.25,73.5,,100.5,190.6,79.0,10.99,3.33,3.14,30.5,38.0,
1516,Anthony Black,PG,2023-24,,8.25,9.5,77.75,,102.5,210.0,79.5,11.04,,3.35,32.0,39.0,
1517,Adem Bona,C,2023-24,,9.25,10.0,80.25,,110.5,243.4,,,,,,,
1518,Kobe Brown,PF,2023-24,,8.75,9.75,78.5,,106.5,252.2,84.75,11.39,3.23,3.33,28.5,32.0,
1519,Kobe Bufkin,SG,2023-24,,8.0,9.25,76.25,,102.5,186.8,79.75,11.71,,3.26,29.0,36.0,
1520,Toumani Camara,PF,2023-24,,9.0,10.0,79.0,,107.0,220.4,84.5,10.7,3.19,3.41,28.5,33.0,
1521,Sidy Cissoko,SF,2023-24,,9.25,10.0,77.5,,104.0,223.8,81.75,11.24,,3.31,30.5,35.5,
1522,Jaylen Clark,SG,2023-24,,8.5,9.0,76.0,,101.5,204.2,81.0,,,,,,
1523,Ricky Council IV,SF,2023-24,,7.75,8.5,77.0,,103.0,208.0,81.0,11.2,3.21,3.33,30.5,37.0,
1524,Gradey Dick,SG,2023-24,,8.25,9.0,78.25,,101.0,204.0,80.75,11.13,2.98,3.5,29.0,34.0,
1525,Nikola Djurisic,SF,2023-24,,8.25,9.5,79.0,,102.0,217.6,80.25,,,,,,
1526,Zach Edey,C,2023-24,,9.75,11.0,87.25,,115.5,306.4,94.5,11.37,,3.45,26.0,29.5,
1527,Adam Flagler,PG,2023-24,,8.0,9.25,73.0,,97.0,191.8,76.5,10.96,,3.24,31.0,36.0,
1528,Mouhamed Gueye,C,2023-24,,9.0,10.0,82.25,,110.5,212.6,87.25,,,,,,
1529,Jordan Hawkins,SG,2023-24,,8.25,8.75,76.25,,101.5,186.0,78.75,,,,,,
1530,Coleman Hawkins,PF,2023-24,,8.75,8.75,80.5,,108.5,224.4,84.25,12.14,,3.37,26.5,32.5,
1531,Taylor Hendricks,PF,2023-24,,9.25,10.25,80.25,,107.0,213.6,84.5,11.27,,3.32,32.5,36.0,
1532,DaRon Holmes II,C,2023-24,,8.5,9.5,81.0,,109.0,220.8,84.5,11.48,,3.2,29.5,35.0,
1533,Jalen Hood-Schifino,PG,2023-24,,9.0,9.75,76.25,,100.5,216.6,82.25,,,,,,
1534,GG Jackson,PF,2023-24,,8.5,10.0,80.25,,106.0,214.4,83.5,11.39,,3.21,31.0,37.0,
1535,Andre Jackson Jr.,SF,2023-24,,8.25,9.5,77.5,,103.0,198.4,81.75,10.83,,3.14,30.5,39.5,
1536,Trayce Jackson-Davis,C,2023-24,,9.25,10.75,80.25,,106.0,240.4,85.0,11.8,3.23,3.2,33.0,36.5,
1537,Jaime Jaquez Jr.,SF,2023-24,,8.5,9.5,78.0,,99.5,226.4,81.5,11.21,,3.33,34.5,39.0,
1538,Keyontae Johnson,SF,2023-24,,9.0,9.0,76.0,,103.0,238.6,84.0,,,,,,
1539,Colby Jones,SG,2023-24,,8.25,8.5,76.5,,103.0,199.2,80.0,11.14,3.13,3.33,30.5,35.0,
1540,Ryan Kalkbrenner,C,2023-24,,9.25,11.0,84.75,,112.5,251.8,89.0,12.27,,3.39,28.0,30.5,
1541,Arthur Kaluma,PF,2023-24,,8.5,10.0,78.25,,103.5,221.8,84.5,11.35,3.26,3.44,32.5,34.5,
1542,Mojave King,SG,2023-24,,8.75,9.5,75.75,,101.0,200.6,80.0,11.07,,3.18,33.5,42.0,
1543,Maxwell Lewis,SG,2023-24,,8.75,9.5,78.25,,104.5,207.2,84.0,11.4,,3.43,32.5,36.5,
1544,Chris Livingston,SF,2023-24,,8.5,9.0,78.0,,104.5,219.2,83.25,11.65,,3.27,30.5,37.0,
1545,Seth Lundy,SF,2023-24,,8.5,9.0,76.0,,104.0,214.4,82.25,11.02,,3.15,31.5,35.5,
1546,Mike Miles Jr.,PG,2023-24,,8.0,8.25,72.75,,96.0,205.0,72.5,11.01,3.24,3.11,33.0,37.0,
1547,Jordan Miller,SF,2023-24,,8.5,9.25,76.5,,103.5,191.6,83.75,11.43,3.21,3.17,32.0,36.5,
1548,Leonard Miller,PF,2023-24,,9.5,10.5,81.25,,106.5,212.8,86.0,11.0,,3.33,32.0,37.5,
1549,Judah Mintz,PG,2023-24,,8.25,9.25,75.0,,98.0,176.4,75.5,10.32,3.13,3.24,28.5,37.0,
1550,Dillon Mitchell,PF,2023-24,,8.25,9.5,78.75,,105.0,193.0,82.0,10.92,,3.32,29.0,37.0,
1551,Omari Moore,SG,2023-24,,9.0,10.25,77.25,,103.5,188.6,81.75,10.8,,3.22,29.0,35.5,
1552,Kris Murray,PF,2023-24,,8.5,9.0,79.75,,106.0,212.8,83.75,11.11,,3.3,29.5,35.0,
1553,Grant Nelson,PF,2023-24,,9.0,9.5,82.0,,106.5,223.4,84.0,9.99,,3.21,32.0,35.5,
1554,Julian Phillips,SF,2023-24,,8.5,9.0,78.75,,102.0,196.6,83.5,11.09,,3.32,36.0,43.0,
1555,Jalen Pickett,PG,2023-24,,8.5,7.5,74.0,,98.5,197.8,79.25,11.91,3.41,3.35,28.5,33.0,
1556,Brandin Podziemski,SG,2023-24,,8.25,10.0,75.75,,96.5,203.8,77.5,11.16,3.2,3.21,31.5,39.0,
1557,Olivier-Maxence Prosper,PF,2023-24,,8.25,10.0,78.75,,104.0,212.4,85.0,10.59,3.0,3.21,35.0,40.5,
1558,Rayan Rupert,SF,2023-24,,8.5,9.5,78.0,,106.0,193.2,86.0,11.18,,3.43,27.5,32.5,
1559,Adama Sanogo,C,2023-24,,9.75,10.0,79.25,,108.5,257.8,86.75,11.5,,3.31,28.5,31.0,
1560,Marcus Sasser,PG,2023-24,,8.75,9.5,73.25,,99.5,195.6,79.0,10.68,,3.43,27.0,35.0,
1561,Terrence Shannon Jr.,SF,2023-24,,8.25,8.0,77.5,,102.0,220.0,80.0,10.36,,3.06,32.0,37.5,
1562,Ben Sheppard,SG,2023-24,,8.5,9.5,77.25,,100.0,194.6,79.75,10.88,2.98,3.17,29.5,35.5,
1563,Jalen Slawson,PF,2023-24,,9.0,9.0,78.5,,106.0,221.6,83.75,11.26,,3.29,29.0,33.0,
1564,Terquavion Smith,SG,2023-24,,8.5,8.0,74.5,,98.0,163.2,78.75,10.86,,3.21,30.0,37.0,
1565,Julian Strawther,SF,2023-24,,8.25,8.25,78.0,,105.0,208.8,81.25,10.94,3.46,3.31,27.5,34.5,
1566,Amen Thompson,SG,2023-24,,8.5,8.5,77.75,,103.5,214.2,84.0,,,,,,
1567,Ausar Thompson,SG,2023-24,,8.75,9.25,77.75,,104.0,218.2,84.0,,,,,,
1568,Drew Timme,C,2023-24,,9.0,10.0,80.75,,108.5,243.2,85.75,10.93,,3.34,26.0,30.5,
1569,Oscar Tshiebwe,C,2023-24,,9.75,10.25,79.25,,108.0,253.6,87.5,12.26,,3.32,29.5,32.5,
1570,Azuolas Tubelis,PF,2023-24,,9.0,10.5,80.75,,108.0,234.8,83.0,11.17,,3.5,23.5,30.5,
1571,Tristan Vukcevic,C,2023-24,,9.0,10.25,83.25,,111.0,223.4,86.5,11.71,3.16,3.43,26.0,30.5,
1572,Jarace Walker,PF,2023-24,,9.0,10.0,78.5,,104.5,248.6,86.5,10.89,,3.2,34.5,38.0,
1573,Cason Wallace,PG,2023-24,,8.5,9.25,74.5,,101.0,195.2,80.5,10.82,,3.34,28.0,36.0,
1574,Jordan Walsh,SF,2023-24,,8.75,8.5,77.75,,107.0,204.0,85.75,10.83,,3.3,33.0,36.0,
1575,Dariq Whitehead,SG,2023-24,,8.5,10.0,77.75,,103.5,217.2,82.25,,,,,,
1576,Cam Whitmore,SF,2023-24,,8.0,8.25,77.75,,103.5,235.0,80.5,10.82,3.33,3.2,31.5,40.5,
1577,Jalen Wilson,SF,2023-24,,8.25,9.0,77.5,,99.5,230.2,80.0,11.26,3.15,3.2,31.5,35.0,
1578,Isaiah Wong,SG,2023-24,,8.25,9.5,74.5,,97.5,178.4,78.75,10.93,,3.22,32.5,37.0,
1579,Michael Ajayi,SF,2024-25,,9.5,9.75,77.75,,106.5,227.8,84.75,11.77,3.17,3.21,27.0,34.5,
1580,Melvin Ajinca,SF,2024-25,,8.5,9.75,79.25,,106.5,213.8,79.5,11.78,3.0,3.38,26.5,31.0,
1581,Trey Alexander,SG,2024-25,,8.75,10.0,75.25,,101.5,187.0,82.5,11.37,2.92,3.21,26.5,32.0,
1582,Izan Almansa,C,2024-25,,9.25,9.25,81.25,,110.0,219.6,85.0,10.94,2.96,3.11,28.0,35.0,
1583,Reece Beekman,PG,2024-25,,8.5,9.0,73.25,,100.0,196.4,78.5,10.86,3.08,2.94,30.0,36.5,
1584,Adem Bona,C,2024-25,,9.5,10.0,80.25,,108.0,243.2,87.75,11.01,3.01,3.15,35.0,40.0,
1585,Trevon Brazile,PF,2024-25,,9.0,10.25,81.25,,108.5,215.0,87.75,11.15,3.01,3.09,33.0,41.0,
1586,Jalen Bridges,SF,2024-25,,9.0,10.0,78.75,,105.0,213.4,82.0,11.14,3.0,3.16,25.0,32.0,
1587,Matas Buzelis,SF,2024-25,,8.5,9.25,80.75,,105.5,197.0,82.0,10.73,2.9,3.09,31.0,38.0,
1588,Carlton Carrington,PG,2024-25,,8.5,9.25,75.75,,99.0,194.8,80.0,11.28,2.99,3.16,28.5,36.5,
1589,Devin Carter,SG,2024-25,,8.75,9.0,74.25,,98.0,193.0,80.75,10.63,2.9,2.87,35.0,42.0,
1590,Stephon Castle,SG,2024-25,,8.75,8.75,77.5,,102.0,210.0,81.0,10.93,2.91,3.19,28.5,37.0,
1591,Ulrich Chomche,C,2024-25,,9.25,10.25,82.25,,109.0,232.4,88.0,11.74,2.84,3.1,29.0,35.5,
1592,Cam Christie,SG,2024-25,,8.0,8.0,76.5,,101.5,190.4,80.0,11.07,2.95,3.07,32.5,35.5,
1593,Nique Clifford,SF,2024-25,,8.0,9.0,77.0,,102.0,198.6,80.0,10.95,3.1,3.08,30.0,37.0,
1594,Donovan Clingan,C,2024-25,,10.0,10.25,85.75,,115.0,282.0,90.75,12.06,3.38,3.46,25.5,29.0,
1595,Isaiah Collier,PG,2024-25,,8.5,9.0,74.5,,97.5,204.6,76.75,10.77,2.9,3.04,30.0,34.0,
1596,Tristan Da Silva,PF,2024-25,,9.0,9.5,80.25,,104.5,216.8,82.25,10.81,2.82,3.09,28.5,35.5,
1597,Pacome Dadiet,SF,2024-25,,8.5,9.0,79.75,,107.5,216.8,81.0,11.84,2.94,3.21,29.0,36.0,
1598,N'Faly Dante,C,2024-25,,9.25,10.0,82.0,,111.0,260.2,90.0,11.55,3.04,3.23,27.0,33.0,
1599,Robert Dillingham,PG,2024-25,,8.0,8.25,73.0,,95.0,164.2,75.0,,,,,,
1600,Nikola Djurisic,SF,2024-25,,8.5,10.0,79.0,,102.5,208.8,80.0,10.63,2.92,3.12,27.5,34.5,
1601,Ryan Dunn,PF,2024-25,,9.0,9.75,78.25,,103.0,213.6,85.5,10.99,2.88,3.12,32.0,38.5,
1602,Zach Edey,C,2024-25,,10.0,10.75,87.75,,115.0,299.0,94.75,11.19,3.01,3.42,26.0,31.5,
1603,Justin Edwards,SF,2024-25,,8.75,8.75,78.0,,102.5,209.4,82.0,12.07,3.22,3.18,28.0,32.5,
1604,Jesse Edwards,C,2024-25,,9.25,10.0,83.5,,111.0,236.0,89.0,11.24,3.23,3.33,30.5,35.5,
1605,Boogie Ellis,PG-SG,2024-25,,9.0,9.5,72.75,,98.0,185.0,79.0,11.98,3.33,3.19,31.5,39.5,
1606,Kyle Filipowski,PF,2024-25,,8.75,9.5,82.75,,107.0,229.8,82.5,11.43,2.93,3.19,27.0,32.5,
1607,Trentyn Flowers,SF,2024-25,,8.75,9.5,78.5,,100.5,201.4,80.25,11.01,3.0,3.13,34.5,42.0,
1608,Enrique Freeman,PF,2024-25,,8.75,10.0,79.25,,108.0,212.0,86.0,10.99,3.04,3.26,30.5,35.0,
1609,Johnny Furphy,SF,2024-25,,8.0,9.5,79.5,,104.5,188.8,80.0,11.15,3.17,3.2,25.5,32.0,
1610,Kyshawn George,SF,2024-25,,9.0,10.25,79.0,,105.0,208.8,82.25,11.9,2.91,3.32,27.0,32.0,
1611,Tyon Grant-Foster,SF,2024-25,,8.75,9.25,77.75,,104.0,215.2,83.75,,,,,,
1612,PJ Hall,C,2024-25,,9.0,9.75,80.25,,103.5,239.6,85.5,11.76,3.01,3.35,32.5,39.5,
1613,Coleman Hawkins,PF,2024-25,,8.75,8.75,80.25,,107.0,215.2,84.0,12.05,3.21,3.3,24.0,29.5,
1614,Ron Holland II,SF,2024-25,,8.75,9.0,78.5,,104.0,196.8,82.75,11.1,2.91,3.1,30.0,38.0,
1615,DaRon Holmes II,C,2024-25,,8.75,9.0,80.75,,108.0,236.2,85.0,11.2,3.03,3.25,27.5,34.0,
1616,Ariel Hukporti,C,2024-25,,9.25,10.25,82.75,,111.0,246.2,86.5,,,,,,
1617,Oso Ighodaro,C,2024-25,,9.0,10.0,81.5,,104.5,222.0,83.0,11.25,3.12,3.09,35.0,39.5,
1618,Harrison Ingram,SF,2024-25,,9.0,10.25,77.25,,102.5,233.6,84.25,11.36,2.94,3.17,29.0,35.0,
1619,Bronny James,SG,2024-25,,8.5,9.5,73.5,,98.5,210.4,79.25,10.96,3.02,3.09,32.0,40.5,
1620,AJ Johnson,SG,2024-25,,8.5,8.5,76.25,,102.0,167.0,80.5,10.76,2.87,3.15,29.0,38.0,
1621,Keshad Johnson,PF,2024-25,,9.25,10.75,78.25,,103.0,224.0,82.25,11.38,3.02,3.03,31.5,42.0,
1622,Dillon Jones,SF,2024-25,,9.0,9.25,76.5,,100.5,236.8,83.0,11.08,2.82,3.25,26.5,33.5,
1623,David Jones,SF,2024-25,,8.5,9.5,75.5,,100.0,211.2,78.75,11.08,3.3,3.2,28.0,34.5,
1624,Isaac Jones,C,2024-25,,9.25,10.25,79.75,,108.0,235.0,87.0,11.49,3.0,3.38,29.0,35.0,
1625,Alex Karaban,PF,2024-25,,8.75,9.25,78.5,,106.5,219.2,83.0,11.23,,3.2,22.5,32.0,
1626,Bobi Klintman,PF,2024-25,,8.75,10.0,80.75,,106.5,212.2,83.0,11.49,3.21,3.23,26.5,32.5,
1627,Dalton Knecht,SF,2024-25,,8.5,9.5,77.25,,103.5,212.2,81.0,10.56,2.79,3.07,31.0,39.0,
1628,Tyler Kolek,PG,2024-25,,8.25,9.5,73.25,,95.0,196.6,74.75,10.97,3.08,3.27,27.0,34.0,
1629,Pelle Larsson,SG,2024-25,,8.75,10.25,77.25,,102.0,212.4,79.5,11.15,2.91,3.06,30.5,38.0,
1630,Jared McCain,SG,2024-25,,8.25,9.5,74.0,,98.0,203.2,75.5,10.87,3.07,3.23,25.5,33.0,
1631,Kevin McCullar Jr.,SF,2024-25,,8.75,9.5,77.25,,103.0,205.8,81.0,,,,,,
1632,Yves Missi,C,2024-25,,9.5,10.0,82.75,,109.5,229.4,86.0,11.45,3.12,3.12,31.0,38.5,
1633,Ajay Mitchell,PG,2024-25,,8.5,8.5,75.25,,101.0,197.0,78.25,11.12,2.95,3.11,28.0,33.5,
1634,Jonathan Mogbo,PF,2024-25,,8.75,8.75,78.25,,108.5,217.2,86.0,11.14,3.07,3.02,31.5,37.5,
1635,Tristen Newton,PG,2024-25,,8.5,9.0,75.25,,100.0,191.8,78.75,10.96,2.84,3.24,25.0,32.5,
1636,Juan Nunez,PG,2024-25,,8.5,9.5,76.0,,102.0,205.6,78.5,11.47,3.1,3.41,22.0,29.0,
1637,Quinten Post,C,2024-25,,9.25,10.0,84.0,,112.0,244.4,86.5,11.48,3.03,3.4,24.0,27.0,
1638,Antonio Reeves,SG,2024-25,,9.0,10.0,76.5,,100.5,186.6,80.25,11.44,3.16,3.14,29.0,36.0,
1639,Zaccharie Risacher,SF,2024-25,,8.5,8.75,80.5,,107.0,194.6,81.5,11.51,2.97,3.38,25.0,31.0,
1640,Jaxson Robinson,SG,2024-25,,9.0,9.5,76.75,,103.0,188.6,83.25,11.39,3.06,3.17,29.5,34.0,
1641,Tidjane Salaun,PF,2024-25,,8.5,9.75,80.75,,110.0,217.4,85.5,11.45,3.05,3.37,27.5,32.0,
1642,Hunter Sallis,SG,2024-25,,8.0,9.5,75.5,,100.5,179.4,81.75,10.82,3.16,3.11,29.5,36.0,
1643,Payton Sandfort,SF,2024-25,,8.5,9.0,78.25,,104.0,212.0,80.0,11.57,2.84,3.43,22.0,28.0,
1644,Alexandre Sarr,C,2024-25,,9.0,10.0,83.75,,110.0,224.2,88.25,11.43,3.23,3.27,30.5,37.0,
1645,Baylor Scheierman,SF,2024-25,,9.25,9.75,78.25,,102.5,201.6,80.25,10.89,2.94,3.09,27.5,32.0,
